duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,cast,director,country,listed_in,year_added,month_added
105,0,Movie,The Last Boy Scout,2019-11-01,1991.0,R,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,684847.0,"Bruce Willis, Taylor Negron, Halle Berry, Danielle Harris, Damon Wayans, Chelsea Field, Noble Willingham, Bruce McGill",Tony Scott,United States,"Action & Adventure, Comedies",2019,11
107,0,Movie,The Man Without Gravity,2019-11-01,2019.0,TV-14,A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.,81150305.0,"Elio Germano, Vincent Scarito, Michela Cescon, Elena Cotta, Silvia D'Amico",Marco Bonfanti,"Italy, Belgium, France","Dramas, International Movies",2019,11
136,0,Movie,The Matrix,2019-11-01,1999.0,R,"A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",20557937.0,"Keanu Reeves, Gloria Foster, Marcus Chong, Joe Pantoliano, Belinda McClory, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Julian Arahanga, Matt Doran","Lilly Wachowski, Lana Wachowski",United States,"Action & Adventure, Sci-Fi & Fantasy",2019,11
138,0,Movie,The Matrix Reloaded,2019-11-01,2003.0,R,"The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",60027695.0,"Keanu Reeves, Jada Pinkett Smith, Harold Perrineau, Gloria Foster, Lambert Wilson, Nona Gaye, Laurence Fishburne, Carrie-Anne Moss, Randall Duk Kim, Hugo Weaving, Monica Bellucci, Harry Lennix","Lilly Wachowski, Lana Wachowski",United States,"Action & Adventure, Sci-Fi & Fantasy",2019,11
129,0,Movie,The Matrix Revolutions,2019-11-01,2003.0,R,The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,60031303.0,"Keanu Reeves, Jada Pinkett Smith, Harold Perrineau, Mary Alice, Lambert Wilson, Laurence Fishburne, Carrie-Anne Moss, Nona Gaye, Hugo Weaving, Monica Bellucci, Harry Lennix","Lilly Wachowski, Lana Wachowski",United States,"Action & Adventure, Sci-Fi & Fantasy",2019,11
97,0,Movie,The Old Thieves: The Legend of Artegios,2019-11-01,2007.0,TV-14,"While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.",81170692.0,Not Available,Everardo González,Not Available,"Documentaries, International Movies",2019,11
141,0,Movie,The Pelican Brief,2019-11-01,1993.0,PG-13,"When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.",848915.0,"Julia Roberts, Tony Goldwyn, William Atherton, James Sikking, John Lithgow, Denzel Washington, Sam Shepard, Hume Cronyn, John Heard, Robert Culp, Stanley Tucci",Alan J. Pakula,United States,"Dramas, Thrillers",2019,11
99,0,Movie,The Tuxedo,2019-11-01,2002.0,PG-13,"After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",60022980.0,"Jackie Chan, Ritchie Coster, Mia Cottet, Peter Stormare, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Romany Malco, Daniel Kash",Kevin Donovan,United States,"Action & Adventure, Comedies",2019,11
89,0,Movie,"Thelonious Monk: Straight, No Chaser",2019-11-01,1988.0,PG-13,The spotlight shines on iconic jazz pianist and composer Thelonious Monk in this 1988 documentary featuring vintage performance clips and interviews.,60003961.0,"Thelonious Monk, Samuel E. Wright",Charlotte Zwerin,United States,"Documentaries, Music & Musicals",2019,11
24,0,Movie,True: Grabbleapple Harvest,2019-11-01,2019.0,TV-Y,It's Grabbleapple harvest season in the Rainbow Kingdom ... but Glummy Glooma doesn't want autumn to come. Can True and her friends save the festival?,81035120.0,"Michela Luci, Nicolas Aqui, Julie Lemieux, Cory Doran, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Derek McGrath",Not Available,Not Available,Movies,2019,11
90,0,Movie,Vantage Point,2019-11-01,2008.0,PG-13,"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.",70060005.0,"Dennis Quaid, Edgar Ramírez, Ayelet Zurer, Saïd Taghmaoui, William Hurt, Matthew Fox, Forest Whitaker, Bruce McGill, Zoe Saldana, Sigourney Weaver",Pete Travis,United States,Action & Adventure,2019,11
0,1,TV Show,Vientos de agua,2019-11-01,2006.0,TV-MA,"José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.",70266992.0,"Ernesto Alterio, Pablo Rago, Marta Etura, Angie Cepeda, Eduardo Blanco, Héctor Alterio, Darío Valenzuela, Giulia Michelini, Carlos Kaspar",Not Available,"Argentina, Spain","International TV Shows, Spanish-Language TV Shows, TV Dramas",2019,11
0,1,TV Show,We Are the Wave,2019-11-01,2019.0,TV-MA,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",80218819.0,"Ludwig Simon, Daniel Friedl, Robert Schupp, Luise Befort, Michelle Barthel, Mohamed Issa",Not Available,Not Available,"International TV Shows, TV Dramas, TV Mysteries",2019,11
98,0,Movie,Wild Child,2019-11-01,2008.0,PG-13,"When a spoiled girl pushes her father too far with her spending and outlandish behavior, he ships the Malibu princess off to a strict boarding school.",70084791.0,"Emma Roberts, Sophie Wu, Georgia King, Alex Pettyfer, Lexi Ainsworth, Kimberley Nixon, Juno Temple, Linzey Cocker, Natasha Richardson, Aidan Quinn",Nick Moore,"United States, United Kingdom, France","Comedies, Romantic Movies",2019,11
89,0,Movie,Zoé: Panoramas,2019-11-01,2016.0,TV-14,This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.,81170694.0,"Sergio Acosta, León Larregui, Jesús Báez, Ángel Mosqueda, Rodrigo Guardiola","Rodrigo Guardiola, Gabriel Cruz Rivas",Not Available,"Documentaries, International Movies, Music & Musicals",2019,11
88,0,Movie,Zombieland,2019-11-01,2009.0,R,"Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.",70123542.0,"Jesse Eisenberg, Amber Heard, Derek Graf, Bill Murray, Woody Harrelson, Emma Stone, Abigail Breslin",Ruben Fleischer,United States,"Comedies, Horror Movies",2019,11
103,0,Movie,A Wednesday,2018-11-01,2008.0,TV-MA,"After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants.",70107499.0,"Anupam Kher, Aamir Bashir, Vijay Bhatia, Kali Prasad Mukherjee, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Chetan Pandit",Neeraj Pandey,India,"Action & Adventure, Dramas, International Movies",2018,11
117,0,Movie,Aagey Se Right,2018-11-01,2009.0,TV-MA,"A cop full of self-doubt loses his gun five days before he's due to leave the force, and becomes an unexpected hero as he tries to retrieve it.",70123117.0,"Shreyas Talpade, Shenaz Treasury, Mahie Gill, Kay Kay Menon, Shiv Pandit, Sanjay Sharma",Indrajit Nattoji,India,"Comedies, International Movies, Music & Musicals",2018,11
95,0,Movie,Aamir,2018-11-01,2008.0,TV-14,"In this high-tension thriller, an anonymous caller on a cell phone threatens to harm a man's family if he doesn't carry out every order.",70100644.0,"Rajeev Khandelwal, Gazala Amin, Allauddin Khan, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika",Raj Kumar Gupta,India,"International Movies, Thrillers",2018,11
146,0,Movie,ABCD 2,2018-11-01,2015.0,TV-14,"After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship.",80057750.0,"Prabhu Deva, Sushant Pujari, Dharmesh Yelande, Punit Pathak, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Raghav Juyal",Remo D'Souza,India,"Dramas, International Movies, Music & Musicals",2018,11
136,0,Movie,ABCD: Any Body Can Dance,2018-11-01,2013.0,TV-14,"Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest.",70229045.0,"Prabhu Deva, Salman, Noorin Sha, Lauren Gottlieb, Kay Kay Menon, Ganesh Acharya, Dharmesh Yelande, Punit Pathak",Remo D'Souza,India,"Dramas, International Movies",2018,11
91,0,Movie,Arjun: The Warrior Prince,2018-11-01,2011.0,TV-14,This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.,70139073.0,"Yudhveer Bakoliya, Ila Arun, Rajeshwari Sachdev, Sachin Khedekar, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Hemanth Mahaur",Arnab Chaudhuri,India,"Action & Adventure, Dramas, International Movies",2018,11
123,0,Movie,Asees,2018-11-01,2018.0,TV-14,"When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.",81024731.0,"Rana Ranbir, Sardar Sohi, Seema Kaushal, Pardeep Sran, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Rajvir Boparai",Rana Ranbir,India,"Dramas, International Movies, Music & Musicals",2018,11
144,0,Movie,Barfi!,2018-11-01,2012.0,TV-PG,"Years after rejecting Barfii, a hearing and speech impaired young man, for a more ""appropriate"" suitor, Shruti finds herself falling for him.",70219525.0,"Ranbir Kapoor, Ashish Vidyarthi, Bholaraj Sapkota, Rupa Ganguly, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Jishu Sengupta, Haradhan Bannerjee",Anurag Basu,India,"Comedies, Dramas, International Movies",2018,11
103,0,Movie,BASEketball,2018-11-01,1998.0,R,"When two slackers' made-up sport, BASEketball, becomes a national craze, they hope to cash in on the basketball/baseball hybrid's popularity.",16914787.0,"Trey Parker, Jenny McCarthy, Robert Vaughn, Ernest Borgnine, Matt Stone, Dian Bachar, Yasmine Bleeth, Trevor Einhorn",David Zucker,United States,"Comedies, Sports Movies",2018,11
0,1,TV Show,Calico Critters,2018-11-01,2018.0,TV-Y,The adorable residents of Sylvanian Village always have lots of fun with their friends and families!,81020545.0,"Georgie Fuller, Alix Macey, Jenna Sharpe, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray",Not Available,Not Available,Kids' TV,2018,11
11,0,Movie,Calico Critters: A Town of Dreams,2018-11-01,2017.0,TV-Y,Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!,81020543.0,Not Available,Momoko Kamiya,Not Available,Children & Family Movies,2018,11
22,0,Movie,Calico Critters: The Treasure of Calico Village,2018-11-01,2017.0,TV-Y,Freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in Sylvanian Village.,81020544.0,Not Available,Momoko Kamiya,Not Available,Children & Family Movies,2018,11
126,0,Movie,Chaar Sahibzaade,2018-11-01,2014.0,TV-PG,"With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.",80039595.0,Om Puri,Harry Baweja,India,"Dramas, Faith & Spirituality, International Movies",2018,11
121,0,Movie,Chance Pe Dance,2018-11-01,2009.0,TV-14,"Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame.",70123120.0,"Shahid Kapoor, Parikshat Sahni, Kurush Deboo, Vikas Bhalla, Genelia D'Souza, Mohnish Bahl, Satish Shah, Zain Khan",Ken Ghosh,India,"Comedies, Dramas, International Movies",2018,11
91,0,Movie,Christmas With A View,2018-11-01,2018.0,TV-PG,"Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past.",80224055.0,"Scott Cavalheiro, Jess Walton, Mark Ghanimé, Kaitlyn Leeb, Vivica A. Fox, Patrick Duffy",Justin G. Dyck,Canada,"International Movies, Romantic Movies",2018,11
158,0,Movie,Chup Chup Ke,2018-11-01,2006.0,TV-14,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.",70052249.0,"Shahid Kapoor, Sunil Shetty, Rajpal Yadav, Paresh Rawal, Kareena Kapoor, Om Puri, Neha Dhupia, Shakti Kapoor","Priyadarshan, Kookie V. Gulati",India,"Comedies, Dramas, International Movies",2018,11
157,0,Movie,Dhan Dhana Dhan Goal,2018-11-01,2007.0,TV-14,"In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season.",70084775.0,"John Abraham, Boman Irani, Gilbert Montoya, Dibyendu Bhattacharya, Bipasha Basu, Arshad Warsi, Shernaz Patel, Dalip Tahil, Rajendranath Zutshi",Vivek Agnihotri,"United Kingdom, India","Dramas, Music & Musicals, Sports Movies",2018,11
124,0,Movie,Dhoondte Reh Jaoge,2018-11-01,2009.0,TV-14,"An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference.",70114588.0,"Paresh Rawal, Johnny Lever, Asrani, Dilip Joshi, Hrishitaa Bhatt, Kunal Khemu, Sonu Sood, Soha Ali Khan, Malay Chakrabarty, Razak Khan",Umesh Shukla,India,"Comedies, International Movies, Music & Musicals",2018,11
106,0,Movie,Do Dooni Chaar,2018-11-01,2010.0,TV-PG,"A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend.",70185139.0,"Rishi Kapoor, Akhilendra Mishra, Manoj Bakshi, Natasha Rastogi, Neetu Singh, Aditi Vasudev, Archit Krishna, Supriya Shukla",Habib Faisal,India,"Comedies, International Movies",2018,11
92,0,Movie,Edge of Fear,2018-11-01,2018.0,TV-MA,"During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her.",80232501.0,"Shen Lin, Robert Knepper, Rockmond Dunbar, Amaury Nolasco, John Edward Lee, Robert Patrick, Zhu Zhu, Trent Brya, Jodi Lyn O'Keefe, Andy Mackenzie, Robert Crayton",Bobby Roth,United States,"Independent Movies, Thrillers",2018,11
80,0,Movie,"Edmilson Filho: Notas, Comedy about Relationships",2018-11-01,2017.0,TV-MA,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women.",80210147.0,Edmilson Filho,Halder Gomes,Brazil,Stand-Up Comedy,2018,11
94,0,Movie,Filmworker,2018-11-01,2017.0,TV-MA,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.,80224606.0,Leon Vitali,Tony Zierra,United States,Documentaries,2018,11
126,0,Movie,Gaddar: the Traitor,2018-11-01,2015.0,TV-MA,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.,80058851.0,"Harbhajan Mann, Shavinder Mahal, Anita Meet, Rupinder Roopi, Bobby Sandhu, Manpneet Grewal, Ashish Duggal, Girja Shankar, Tarsem Paul, Balkaran Wadding",Amitoj Mann,India,"Dramas, International Movies, Thrillers",2018,11
0,1,TV Show,Get Shorty,2018-11-01,2017.0,TV-MA,Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,80175945.0,"Ray Romano, Chris O'Dowd",Not Available,United States,"Crime TV Shows, TV Comedies, TV Dramas",2018,11
129,0,Movie,Ghanchakkar,2018-11-01,2013.0,TV-14,"Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more.",70219528.0,"Emraan Hashmi, Parvin Dabas, Vidya Balan, Rajesh Sharma, Namit Das",Raj Kumar Gupta,India,"Comedies, International Movies, Thrillers",2018,11
0,1,TV Show,Girl from Nowhere,2018-11-01,2018.0,TV-MA,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",80241947.0,"Chicha Amatayakul, Chonnikan Netjui, Tatchapol Thitiapichai, Nutthasit Kotimanuswanich, Ekawat Niratvorapanya, Piyathida Woramusik, Nutnicha Lueanganankhun, Awat Ratanapintha, Thanawetch Siriwattanakul, Apasiri Kittithanon, Pajaree Nantarat, Anuchit Sapanpong, Claudia Chakrapan, Kunchanuj Kengkarnka, Thitinan Khlangphet, Chanicha Boonpanuvichit, Morakot Liu",Not Available,Thailand,"International TV Shows, TV Dramas, TV Mysteries",2018,11
133,0,Movie,Grandmaster,2018-11-01,2012.0,TV-14,"Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims.",70241088.0,"Mithra Kurian, Priyamani, Siddique, Roma, Anoop Menon, Mohanlal, Narein, Jagathy Sreekumar",B. Unnikrishnan,India,"International Movies, Thrillers",2018,11
109,0,Movie,Hattrick,2018-11-01,2007.0,TV-14,Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.,70068799.0,"Nana Patekar, Danny Denzongpa, Gautam Bhimani, Prateeksha Lonkar, Paresh Rawal, Kunal Kapoor, Rimi Sen, Harsha Bhogle",Milan Luthria,India,"Comedies, Dramas, International Movies",2018,11
143,0,Movie,Heroine,2018-11-01,2012.0,TV-MA,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.,70229044.0,"Kareena Kapoor, Govind Namdeo, Mugdha Godse, Sanjay Suri, Lillete Dubey, Arjun Rampal, Randeep Hooda, Divya Dutta, Shahana Goswami, Ranvir Shorey",Madhur Bhandarkar,India,"Dramas, International Movies",2018,11
140,0,Movie,Himmatwala,2018-11-01,2013.0,TV-14,A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.,70254349.0,"Ajay Devgn, Mahesh Manjrekar, Tamannaah Bhatia, Paresh Rawal, Zarina Wahab",Sajid Khan,India,"Action & Adventure, Comedies, International Movies",2018,11
150,0,Movie,Husbands in Goa,2018-11-01,2012.0,TV-14,"Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa.",70254342.0,"Jayasurya, Bhama, Rima Kallingal, Ramya Nambeeshan, Indrajith, Asif Ali, Lal, Praveena",Saji Surendran,India,"Comedies, International Movies, Music & Musicals",2018,11
128,0,Movie,Jatts in Golmaal,2018-11-01,2013.0,TV-PG,"Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant.",80084838.0,"Arya Babbar, Jaswinder Bhalla, Veena Malik, B.N. Sharma, Samiksha Singh, Gurpreet Guggi, Binnu Dhillon, Sardar Sohi",Ksshitij Chaudhary,India,"Comedies, International Movies, Music & Musicals",2018,11
120,0,Movie,Kai Po Che!,2018-11-01,2013.0,TV-14,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.,70254346.0,"Rajkummar Rao, Digvijay Deshmukh, Manav Kaul, Asif Basra, Amit Sadh, Sushant Singh Rajput, Amrita Puri, Ashish Kakkad",Abhishek Kapoor,India,"Dramas, International Movies, Sports Movies",2018,11
154,0,Movie,Kalakalappu,2018-11-01,2012.0,TV-14,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.",70229040.0,"Vimal, Santhanam, M. Ilavarasu, John Vijay, Anjali, Shiva, Oviya, Manobala",Sundar C.,India,"Comedies, International Movies, Music & Musicals",2018,11
45,0,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,2018-11-01,2006.0,TV-MA,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America.",70056663.0,"Katt Williams, Anthony Anderson",Gary Binkow,United States,Stand-Up Comedy,2018,11
132,0,Movie,Katti Batti,2018-11-01,2015.0,TV-14,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them.",80067906.0,"Imran Khan, Vivan Bhatena, Nicole Faria, Suhaas Ahuja, Kangana Ranaut, Abhishek Saha, Mithila Palkar, Adaar Malik",Nikhil Advani,India,"Comedies, Dramas, International Movies",2018,11
126,0,Movie,Life in a ... Metro,2018-11-01,2007.0,TV-14,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.,70071832.0,"Dharmendra, Shilpa Shetty, Sharman Joshi, Shiney Ahuja, Manoj Pahwa, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon, Kangana Ranaut, Nafisa Ali",Anurag Basu,India,"Dramas, International Movies, Music & Musicals",2018,11
95,0,Movie,Marc Maron: Thinky Pain,2018-11-01,2013.0,TV-MA,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend.",70273401.0,Marc Maron,Lance Bangs,United States,Stand-Up Comedy,2018,11
91,0,Movie,Morris from America,2018-11-01,2016.0,R,"When his father moves from the U.S. to Heidelberg, Germany, an African American teenager struggles to find his place and pursue his hip-hop dreams.",80097390.0,"Markees Christmas, Jakub Gierszal, Eva Loebau, Levin Henning, Craig Robinson, Lina Keller, Carla Juri",Chad Hartigan,"Germany, United States","Dramas, Independent Movies, International Movies",2018,11
135,0,Movie,Mumbai Meri Jaan,2018-11-01,2008.0,TV-MA,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers.",70106268.0,"Madhavan, Kay Kay Menon, Vijay Maurya, Anand Goradia, Kamlesh Sawant, Irrfan Khan, Soha Ali Khan, Paresh Rawal, Vibhavari Deshpande, Santosh Juvekar",Nishikant Kamat,India,"Dramas, International Movies",2018,11
139,0,Movie,Mundeyan Ton Bachke Rahin,2018-11-01,2014.0,TV-14,"When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love.",80039594.0,"Roshan Prince, Anshu Sawhney, Sunita Dhir, Hobby Dhaliwal, Sunny Gill, Jassi Gill, Simran Kaur Mundi, Bharti Singh, Minto, Manoj Sabarwal",Navinder Pal Singh,India,"Comedies, International Movies, Music & Musicals",2018,11
131,0,Movie,No One Killed Jessica,2018-11-01,2011.0,TV-MA,This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.,70139076.0,"Rani Mukerji, Rajesh Sharma, Bubbles Sabharwal, Mohammed Zeeshan Ayyub, Geeta Sudan, Vidya Balan, Myra Karn, Neil Bhoopalam, Satyadeep Misra, Yogendra Tikku",Raj Kumar Gupta,India,"Dramas, International Movies",2018,11
118,0,Movie,Oye Lucky! Lucky Oye!,2018-11-01,2008.0,TV-14,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of.",70109758.0,"Abhay Deol, Manu Rishi Chadha, Anurag Arora, Richa Chadda, Chandan Anand, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Rajender Sethi, Manjot Singh",Dibakar Banerjee,India,"Comedies, Dramas, International Movies",2018,11
129,0,Movie,Paan Singh Tomar,2018-11-01,2010.0,TV-MA,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,70123126.0,"Irrfan Khan, Jahangir Khan, Zakir Hussain, Vipin Sharma, Mahie Gill, Rajendra Gupta, Brijendra Kala",Tigmanshu Dhulia,India,"Action & Adventure, Dramas, International Movies",2018,11
131,0,Movie,Raja Natwarlal,2018-11-01,2014.0,TV-14,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.,70303431.0,"Emraan Hashmi, Deepak Tijori, Mohammed Zeeshan Ayyub, Prachi Shah, Humaima Malik, Paresh Rawal, Kay Kay Menon",Kunal Deshmukh,India,"Dramas, International Movies, Thrillers",2018,11
146,0,Movie,Satyagraha,2018-11-01,2013.0,TV-14,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption.",70254351.0,"Kareena Kapoor, Amrita Rao, Vipin Sharma, Manoj Bajpayee, Amitabh Bachchan, Ajay Devgn, Arjun Rampal, Anjali Patil",Prakash Jha,India,"Dramas, International Movies, Music & Musicals",2018,11
123,0,Movie,Settai,2018-11-01,2013.0,TV-14,"Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates.",70275076.0,"Arya, Premgi Amaren, Nasser, Anjali, Hansika Motwani, Santhanam",R. Kannan,India,"Comedies, International Movies, Music & Musicals",2018,11
141,0,Movie,Sigaram Thodu,2018-11-01,2014.0,TV-14,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.,80189997.0,"Vikram Prabhu, Erode Mahesh, Gaurav Narayanan, Sathyaraj, Monal Gajjar, Sathish",Gaurav Narayanan,India,"Dramas, International Movies, Thrillers",2018,11
93,0,Movie,Sommore: The Reign Continues,2018-11-01,2015.0,TV-MA,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina.",81015100.0,Sommore,Kevin Layne,United States,Stand-Up Comedy,2018,11
91,0,Movie,Stink!,2018-11-01,2015.0,TV-PG,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry.",80076581.0,Jeffrey Hollender,Jon J. Whelan,United States,Documentaries,2018,11
0,1,TV Show,The Great British Baking Show: The Beginnings,2018-11-01,2012.0,TV-PG,A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.,81014239.0,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",Not Available,Not Available,"British TV Shows, Reality TV",2018,11
58,0,Movie,The Tigers of Scotland,2018-11-01,2017.0,TV-G,"This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction.",81025404.0,Iain Glen,Leanne Gater,United Kingdom,Documentaries,2018,11
91,0,Movie,The Untold Tales of Armistead Maupin,2018-11-01,2017.0,TV-MA,"This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion.",80182949.0,"Armistead Maupin, Amy Tan, Jonathan Groff, Margaret Cho, Neil Gaiman, Laura Linney, Ian McKellen, Amanda Palmer",Jennifer M. Kroot,United States,"Documentaries, LGBTQ Movies",2018,11
112,0,Movie,The Water Horse: Legend of the Deep,2018-11-01,2007.0,PG,A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom – and the Scottish government?,70060017.0,"Emily Watson, Brian Cox, Marshall Napier, Priyanka Xi, Craig Hall, Alex Etel, Ben Chaplin, David Morrissey, Joel Tobeck, Erroll Shand",Jay Russell,"New Zealand, United Kingdom, Australia",Children & Family Movies,2018,11
119,0,Movie,Transcendence,2018-11-01,2014.0,PG-13,Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,70266675.0,"Johnny Depp, Cillian Murphy, Cole Hauser, Kate Mara, Rebecca Hall, Morgan Freeman, Paul Bettany, Clifton Collins Jr.",Wally Pfister,"United Kingdom, China, United States","Sci-Fi & Fantasy, Thrillers",2018,11
106,0,Movie,Vaya,2018-11-01,2016.0,TV-MA,"Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive.",80155792.0,"Mncedisi Shabangu, Warren Masemola, Azwile Chamane, Nomonde Mbusi, Sihle Xaba, Sibusiso Msimang, Zimkhitha Nyoka, Harriet Lenabe",Akin Omotoso,South Africa,"Dramas, Independent Movies, International Movies",2018,11
131,0,Movie,Welcome to Sajjanpur,2018-11-01,2008.0,TV-PG,"An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests.",70108590.0,"Shreyas Talpade, Rajeshwari Sachdev, Yashpal Sharma, Divya Dutta, Amrita Rao, Ravi Kishan, Ila Arun, Ravi Jhankal, Lalit Mohan Tiwari",Shyam Benegal,India,"Comedies, Dramas, International Movies",2018,11
